ID unico de factura;fecha de venta;Día;Mes;Año;Nombre cliente;Numero de contacto;ID cliente;pago efectivo;pago tarjeta;pago transferencia;total pagado 1;valor factura;pendiente;fecha de pago 2;pago efectivo 2;pago tarjeta 2;pago transferencia 2;Estado de factura;total efectivo;total tarjeta;total transfencia;total pendiente;Producto pendiente por entregar;calculo valor factura conteo;Lista rapida;Aux busqueda fehca
NA FACTURA-44572-liceo pupo jimenez_falda_8;martes, 11 de enero de 2022;11;1;2022;NA;NA;;70000;0;0;70000;70000;0;;;;;PAGADA / CERRADA;70000;0;0;0;NO;;J;11/01/2022
NA FACTURA-44572-liceo pupo jimenez_camiseta fisica_8;martes, 11 de enero de 2022;11;1;2022;NA;NA;;31000;0;0;31000;31000;0;;;;;PAGADA / CERRADA;31000;0;0;0;NO;;J;11/01/2022
NA FACTURA-44572-liceo pupo jimenez_bombacho_6;martes, 11 de enero de 2022;11;1;2022;NA;NA;;34000;0;0;34000;34000;0;;;;;PAGADA / CERRADA;34000;0;0;0;NO;;J;11/01/2022
NA FACTURA-44572-liceo pupo jimenez_falda_6;martes, 11 de enero de 2022;11;1;2022;NA;NA;;0;70000;0;70000;70000;0;;;;;PAGADA / CERRADA;0;70000;0;0;NO;;J;11/01/2022
NA FACTURA-44572-liceo pupo jimenez_blusa_6;martes, 11 de enero de 2022;11;1;2022;NA;NA;;0;54000;0;54000;54000;0;;;;;PAGADA / CERRADA;0;54000;0;0;NO;;J;11/01/2022
NA FACTURA-44572-liceo pupo jimenez_camiseta fisica_6;martes, 11 de enero de 2022;11;1;2022;NA;NA;;0;31000;0;31000;31000;0;;;;;PAGADA / CERRADA;0;31000;0;0;NO;;J;11/01/2022
NA FACTURA-44572-liceo pupo jimenez_bombacho_6;martes, 11 de enero de 2022;11;1;2022;NA;NA;;0;34000;0;34000;34000;0;;;;;PAGADA / CERRADA;0;34000;0;0;NO;;J;11/01/2022
NA FACTURA-44572-colsafa_guayabera_4;martes, 11 de enero de 2022;11;1;2022;NA;NA;;0;0;0;0;0;0;;;;;PAGADA / CERRADA;0;0;0;0;NO;;J;11/01/2022
NA FACTURA-44572-nuestra señora del carmen_jumper_10;martes, 11 de enero de 2022;11;1;2022;NA;NA;;0;86000;0;86000;86000;0;;;;;PAGADA / CERRADA;0;86000;0;0;NO;;J;11/01/2022
NA FACTURA-44572-nuestra señora del carmen_blusa_14;martes, 11 de enero de 2022;11;1;2022;NA;NA;;0;58000;0;58000;58000;0;;;;;PAGADA / CERRADA;0;58000;0;0;NO;;J;11/01/2022
NA FACTURA-44572-nuestra señora del carmen_camiseta fisica_12;martes, 11 de enero de 2022;11;1;2022;NA;NA;;0;38000;0;38000;38000;0;;;;;PAGADA / CERRADA;0;38000;0;0;NO;;J;11/01/2022
NA FACTURA-44572-nuestra señora del carmen_bombacho_10;martes, 11 de enero de 2022;11;1;2022;NA;NA;;0;41000;0;41000;41000;0;;;;;PAGADA / CERRADA;0;41000;0;0;NO;;J;11/01/2022
NA FACTURA-44572-liceo pupo jimenez_camiseta fisica_8;martes, 11 de enero de 2022;11;1;2022;NA;NA;;31000;0;0;31000;31000;0;;;;;PAGADA / CERRADA;31000;0;0;0;NO;;J;11/01/2022
NA FACTURA-44572-liceo pupo jimenez_camiseta diario_8;martes, 11 de enero de 2022;11;1;2022;NA;NA;;64000;0;0;64000;64000;0;;;;;PAGADA / CERRADA;64000;0;0;0;NO;;J;11/01/2022
NA FACTURA-44572-liceo pupo jimenez_bombacho_6;martes, 11 de enero de 2022;11;1;2022;NA;NA;;34000;0;0;34000;34000;0;;;;;PAGADA / CERRADA;34000;0;0;0;NO;;J;11/01/2022
NA FACTURA-44572-liceo pupo jimenez_pantalon_6;martes, 11 de enero de 2022;11;1;2022;NA;NA;;58000;0;0;58000;58000;0;;;;;PAGADA / CERRADA;58000;0;0;0;NO;;J;11/01/2022
NA FACTURA-44572-liceo pupo jimenez_camiseta diario_6;martes, 11 de enero de 2022;11;1;2022;NA;NA;;32000;0;0;32000;32000;0;;;;;PAGADA / CERRADA;32000;0;0;0;NO;;J;11/01/2022
NA FACTURA-44572-liceo pupo jimenez_camiseta diario_8;martes, 11 de enero de 2022;11;1;2022;NA;NA;;32000;0;0;32000;32000;0;;;;;PAGADA / CERRADA;32000;0;0;0;NO;;J;11/01/2022
NA FACTURA-44572-liceo pupo jimenez_bombacho_6;martes, 11 de enero de 2022;11;1;2022;NA;NA;;34000;0;0;34000;34000;0;;;;;PAGADA / CERRADA;34000;0;0;0;NO;;J;11/01/2022
NA FACTURA-44572-liceo pupo jimenez_camiseta fisica_6;martes, 11 de enero de 2022;11;1;2022;NA;NA;;31000;0;0;31000;31000;0;;;;;PAGADA / CERRADA;31000;0;0;0;NO;;J;11/01/2022
NA FACTURA-44572-la inmaculada_blusa_10;martes, 11 de enero de 2022;11;1;2022;NA;NA;;56000;0;0;56000;56000;0;;;;;PAGADA / CERRADA;56000;0;0;0;NO;;J;11/01/2022
NA FACTURA-44572-la inmaculada_camiseta fisica_12;martes, 11 de enero de 2022;11;1;2022;NA;NA;;62000;0;0;62000;62000;0;;;;;PAGADA / CERRADA;62000;0;0;0;NO;;J;11/01/2022
NA FACTURA-44572-la inmaculada_jumper_10;martes, 11 de enero de 2022;11;1;2022;NA;NA;;68000;0;0;68000;68000;0;;;;;PAGADA / CERRADA;68000;0;0;0;NO;;J;11/01/2022
NA FACTURA-44572-la inmaculada_jumper_10;martes, 11 de enero de 2022;11;1;2022;NA;NA;;68000;0;0;68000;68000;0;;;;;PAGADA / CERRADA;68000;0;0;0;NO;;J;11/01/2022
NA FACTURA-44572-la inmaculada_bombacho_10;martes, 11 de enero de 2022;11;1;2022;NA;NA;;62000;0;0;62000;62000;0;;;;;PAGADA / CERRADA;62000;0;0;0;NO;;J;11/01/2022
NA FACTURA-44572-la inmaculada_camiseta fisica_8;martes, 11 de enero de 2022;11;1;2022;NA;NA;;29000;0;0;29000;29000;0;;;;;PAGADA / CERRADA;29000;0;0;0;NO;;J;11/01/2022
NA FACTURA-44572-la inmaculada_camiseta fisica_10;martes, 11 de enero de 2022;11;1;2022;NA;NA;;31000;0;0;31000;31000;0;;;;;PAGADA / CERRADA;31000;0;0;0;NO;;J;11/01/2022
NA FACTURA-44572-colsafa_guayabera_s;martes, 11 de enero de 2022;11;1;2022;NA;NA;;84000;0;0;84000;84000;0;;;;;PAGADA / CERRADA;84000;0;0;0;NO;;J;11/01/2022
NA FACTURA-44572-colsafa_pantalon_32;martes, 11 de enero de 2022;11;1;2022;NA;NA;;68000;0;0;68000;68000;0;;;;;PAGADA / CERRADA;68000;0;0;0;NO;;J;11/01/2022
NA FACTURA-44572-colsafa_camiseta externa_s;martes, 11 de enero de 2022;11;1;2022;NA;NA;;38000;0;0;38000;38000;0;;;;;PAGADA / CERRADA;38000;0;0;0;NO;;J;11/01/2022
NA FACTURA-44572-colsafa_camiseta interna_s;martes, 11 de enero de 2022;11;1;2022;NA;NA;;26000;0;0;26000;26000;0;;;;;PAGADA / CERRADA;26000;0;0;0;NO;;J;11/01/2022
NA FACTURA-44572-colsafa_bombacho_s;martes, 11 de enero de 2022;11;1;2022;NA;NA;;38000;0;0;38000;38000;0;;;;;PAGADA / CERRADA;38000;0;0;0;NO;;J;11/01/2022
NA FACTURA-44572-gimnasio plaza feliz_blusa_4;martes, 11 de enero de 2022;11;1;2022;NA;NA;;0;81000;0;81000;81000;0;;;;;PAGADA / CERRADA;0;81000;0;0;NO;;J;11/01/2022
NA FACTURA-44572-gimnasio plaza feliz_camiseta fisica_4;martes, 11 de enero de 2022;11;1;2022;NA;NA;;0;29000;0;29000;29000;0;;;;;PAGADA / CERRADA;0;29000;0;0;NO;;J;11/01/2022
NA FACTURA-44572-gimnasio plaza feliz_bombacho_2;martes, 11 de enero de 2022;11;1;2022;NA;NA;;0;32000;0;32000;32000;0;;;;;PAGADA / CERRADA;0;32000;0;0;NO;;J;11/01/2022
NA FACTURA-44572-gimnasio plaza feliz_jumper_4;martes, 11 de enero de 2022;11;1;2022;NA;NA;;0;64000;0;64000;64000;0;;;;;PAGADA / CERRADA;0;64000;0;0;NO;;J;11/01/2022
NA FACTURA-44573-gimnasio plaza feliz_guayabera_12;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;48000;0;0;48000;48000;0;;;;;PAGADA / CERRADA;48000;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-colsafa_blusa_16;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;0;29000;0;29000;29000;0;;;;;PAGADA / CERRADA;0;29000;0;0;NO;;J;12/01/2022
NA FACTURA-44573-colsafa_falda_14;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;0;85000;0;85000;85000;0;;;;;PAGADA / CERRADA;0;85000;0;0;NO;;J;12/01/2022
NA FACTURA-44573-liceo pupo jimenez_blusa_10;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;28000;0;0;28000;28000;0;;;;;PAGADA / CERRADA;28000;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-liceo pupo jimenez_falda_10;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;76000;0;0;76000;76000;0;;;;;PAGADA / CERRADA;76000;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-liceo pupo jimenez_camiseta fisica_10;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;32000;0;0;32000;32000;0;;;;;PAGADA / CERRADA;32000;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-liceo pupo jimenez_bombacho_10;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;35000;0;0;35000;35000;0;;;;;PAGADA / CERRADA;35000;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-nuestra señora del carmen_blusa_14;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;87000;0;0;87000;87000;0;;;;;PAGADA / CERRADA;87000;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-nuestra señora del carmen_jumper_14;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;91000;0;0;91000;91000;0;;;;;PAGADA / CERRADA;91000;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-nuestra señora del carmen_camiseta fisica_12;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;38000;0;0;38000;38000;0;;;;;PAGADA / CERRADA;38000;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-nuestra señora del carmen_bombacho_14;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;42000;0;0;42000;42000;0;;;;;PAGADA / CERRADA;42000;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-nuestra señora del carmen_cordon_14;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;6000;0;0;6000;6000;0;;;;;PAGADA / CERRADA;6000;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-liceo pupo jimenez_camiseta diario_8;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;0;64000;0;64000;64000;0;;;;;PAGADA / CERRADA;0;64000;0;0;NO;;J;12/01/2022
NA FACTURA-44573-liceo pupo jimenez_pantalon_8;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;0;58000;0;58000;58000;0;;;;;PAGADA / CERRADA;0;58000;0;0;NO;;J;12/01/2022
NA FACTURA-44573-liceo pupo jimenez_bombacho_8;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;0;34000;0;34000;34000;0;;;;;PAGADA / CERRADA;0;34000;0;0;NO;;J;12/01/2022
NA FACTURA-44573-liceo pupo jimenez_camiseta fisica_8;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;0;31000;0;31000;31000;0;;;;;PAGADA / CERRADA;0;31000;0;0;NO;;J;12/01/2022
NA FACTURA-44573-liceo pupo jimenez_camiseta diario_8;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;32000;0;0;32000;32000;0;;;;;PAGADA / CERRADA;32000;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-liceo pupo jimenez_camiseta fisica_8;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;31000;0;0;31000;31000;0;;;;;PAGADA / CERRADA;31000;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-liceo pupo jimenez_bombacho_8;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;34000;0;0;34000;34000;0;;;;;PAGADA / CERRADA;34000;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-conalco_guayabera_L;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;92000;0;0;92000;92000;0;;;;;PAGADA / CERRADA;92000;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-conalco_pantalon_34;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;59000;0;0;59000;59000;0;;;;;PAGADA / CERRADA;59000;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-colsafa_blusa_10;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;28000;0;0;28000;28000;0;;;;;PAGADA / CERRADA;28000;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-colsafa_blusa_12;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;28000;0;0;28000;28000;0;;;;;PAGADA / CERRADA;28000;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-colsafa_falda_12;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;79000;0;0;79000;79000;0;;;;;PAGADA / CERRADA;79000;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-liceo pupo jimenez_bermuda_6;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;23000;0;0;23000;23000;0;;;;;PAGADA / CERRADA;23000;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-liceo pupo jimenez_camiseta fisica_6;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;31000;0;0;31000;31000;0;;;;;PAGADA / CERRADA;31000;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-liceo pupo jimenez_bombacho_6;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;34000;0;0;34000;34000;0;;;;;PAGADA / CERRADA;34000;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-colsafa_guayabera_10;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;0;0;74000;74000;74000;0;;;;;PAGADA / CERRADA;0;0;74000;0;NO;;J;12/01/2022
NA FACTURA-44573-colsafa_pantalon_10;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;0;0;57000;57000;57000;0;;;;;PAGADA / CERRADA;0;0;57000;0;NO;;J;12/01/2022
NA FACTURA-44573-liceo pupo jimenez_bombacho_8;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;34000;0;0;34000;34000;0;;;;;PAGADA / CERRADA;34000;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-liceo pupo jimenez_camiseta fisica_10;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;32000;0;0;32000;32000;0;;;;;PAGADA / CERRADA;32000;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-liceo pupo jimenez_camiseta diario_10;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;68000;0;0;68000;68000;0;;;;;PAGADA / CERRADA;68000;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-liceo pupo jimenez_bermuda_8;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;46000;0;0;46000;46000;0;;;;;PAGADA / CERRADA;46000;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-liceo pupo jimenez_blusa_s;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;31000;0;0;31000;31000;0;;;;;PAGADA / CERRADA;31000;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-liceo pupo jimenez_camiseta fisica_s;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;37000;0;0;37000;37000;0;;;;;PAGADA / CERRADA;37000;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-liceo pupo jimenez_falda_14;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;79000;0;0;79000;79000;0;;;;;PAGADA / CERRADA;79000;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-liceo pupo jimenez_bombacho_16;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;36000;0;0;36000;36000;0;;;;;PAGADA / CERRADA;36000;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-liceo pupo jimenez_blusa_s;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;0;0;124000;124000;124000;0;;;;;PAGADA / CERRADA;0;0;124000;0;NO;;J;12/01/2022
NA FACTURA-44573-liceo pupo jimenez_camiseta fisica_14;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;0;0;35000;35000;35000;0;;;;;PAGADA / CERRADA;0;0;35000;0;NO;;J;12/01/2022
NA FACTURA-44573-liceo pupo jimenez_bombacho_s;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;0;0;37000;37000;37000;0;;;;;PAGADA / CERRADA;0;0;37000;0;NO;;J;12/01/2022
NA FACTURA-44573-liceo pupo jimenez_bombacho_m;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;0;0;37000;37000;37000;0;;;;;PAGADA / CERRADA;0;0;37000;0;NO;;J;12/01/2022
NA FACTURA-44573-liceo pupo jimenez_falda_s;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;0;0;85000;85000;85000;0;;;;;PAGADA / CERRADA;0;0;85000;0;NO;;J;12/01/2022
NA FACTURA-44573-gimnasio vallegrande_camiseta de diario_s;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;42000;0;0;42000;42000;0;;;;;PAGADA / CERRADA;42000;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-colsafa_guayabera_8;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;35000;0;0;35000;35000;0;;;;;PAGADA / CERRADA;35000;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-colsafa_pantalon_10;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;57000;0;0;57000;57000;0;;;;;PAGADA / CERRADA;57000;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-nuestra señora del carmen_guayabera_14;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;0;0;0;0;0;0;;;;;PAGADA / CERRADA;0;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-nuestra señora del carmen_guayabera_16;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;0;0;0;0;0;0;;;;;PAGADA / CERRADA;0;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-liceo pupo jimenez_bombacho_2;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;0;0;0;0;0;0;;;;;PAGADA / CERRADA;0;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-liceo pupo jimenez_bombacho_4;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;0;0;0;0;0;0;;;;;PAGADA / CERRADA;0;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-nuestra señora del carmen_bombacho_10;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;0;0;0;0;0;0;;;;;PAGADA / CERRADA;0;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-colsafa_bermuda_4;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;0;70000;0;70000;70000;0;;;;;PAGADA / CERRADA;0;70000;0;0;NO;;J;12/01/2022
NA FACTURA-44573-colsafa_guayabera_4;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;0;70000;0;70000;70000;0;;;;;PAGADA / CERRADA;0;70000;0;0;NO;;J;12/01/2022
NA FACTURA-44573-colsafa_blusa_8;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;0;27000;0;27000;27000;0;;;;;PAGADA / CERRADA;0;27000;0;0;NO;;J;12/01/2022
NA FACTURA-44573-liceo universitario_blusa_16;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;32000;0;0;32000;32000;0;;;;;PAGADA / CERRADA;32000;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-liceo universitario_camiseta fisica_16;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;34000;0;0;34000;34000;0;;;;;PAGADA / CERRADA;34000;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-liceo universitario_bombacho_16;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;37000;0;0;37000;37000;0;;;;;PAGADA / CERRADA;37000;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-liceo universitario_falda_s;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;73000;0;0;73000;73000;0;;;;;PAGADA / CERRADA;73000;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-gimnasio plaza feliz_guayabera_m;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;55000;0;0;55000;55000;0;;;;;PAGADA / CERRADA;55000;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-gimnasio plaza feliz_camiseta fisica_s;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;37000;0;0;37000;37000;0;;;;;PAGADA / CERRADA;37000;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-gimnasio plaza feliz_camiseta fisica_m;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;37000;0;0;37000;37000;0;;;;;PAGADA / CERRADA;37000;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-gimnasio plaza feliz_jumper_m;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;79000;0;0;79000;79000;0;;;;;PAGADA / CERRADA;79000;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-colsafa_guayabera_16;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;39000;0;0;39000;39000;0;;;;;PAGADA / CERRADA;39000;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-liceo pupo jimenez_pantalon_14;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;0;0;0;0;0;0;;;;;PAGADA / CERRADA;0;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-liceo pupo jimenez_pantalon_12;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;0;0;0;0;0;0;;;;;PAGADA / CERRADA;0;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-la inmaculada_bombacho_s;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;35000;0;0;35000;35000;0;;;;;PAGADA / CERRADA;35000;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-la inmaculada_camiseta fisica_s;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;35000;0;0;35000;35000;0;;;;;PAGADA / CERRADA;35000;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-gimnasio vallegrande_bombacho hombre_m;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;0;0;39000;39000;39000;0;;;;;PAGADA / CERRADA;0;0;39000;0;NO;;J;12/01/2022
NA FACTURA-44573-gimnasio vallegrande_camiseta de fisica externa_m;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;0;0;37000;37000;37000;0;;;;;PAGADA / CERRADA;0;0;37000;0;NO;;J;12/01/2022
NA FACTURA-44573-colsafa_guayabera_10;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;0;74000;0;74000;74000;0;;;;;PAGADA / CERRADA;0;74000;0;0;NO;;J;12/01/2022
NA FACTURA-44573-colsafa_pantalon_10;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;0;114000;0;114000;114000;0;;;;;PAGADA / CERRADA;0;114000;0;0;NO;;J;12/01/2022
NA FACTURA-44573-liceo universitario_guayabera_L;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;55000;0;0;55000;55000;0;;;;;PAGADA / CERRADA;55000;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-liceo universitario_pantalon_36;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;42000;0;0;42000;42000;0;;;;;PAGADA / CERRADA;42000;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-hogar_camiseta fisica_6;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;46000;0;0;46000;46000;0;;;;;PAGADA / CERRADA;46000;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-hogar_bombacho fisica_6;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;46000;0;0;46000;46000;0;;;;;PAGADA / CERRADA;46000;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-nuestra señora del carmen_jumper_2;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;84000;0;0;84000;84000;0;;;;;PAGADA / CERRADA;84000;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-nuestra señora del carmen_blusa_8;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;86000;0;0;86000;86000;0;;;;;PAGADA / CERRADA;86000;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-nuestra señora del carmen_blusa_10;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;27000;0;0;27000;27000;0;;;;;PAGADA / CERRADA;27000;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-nuestra señora del carmen_guayabera_6;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;25000;0;0;25000;25000;0;;;;;PAGADA / CERRADA;25000;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-nuestra señora del carmen_bermuda_6;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;42000;0;0;42000;42000;0;;;;;PAGADA / CERRADA;42000;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-nuestra señora del carmen_camiseta fisica_6;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;36000;0;0;36000;36000;0;;;;;PAGADA / CERRADA;36000;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-nuestra señora del carmen_bombacho_4;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;39000;0;0;39000;39000;0;;;;;PAGADA / CERRADA;39000;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-nuestra señora del carmen_jumper_s;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;94000;0;0;94000;94000;0;;;;;PAGADA / CERRADA;94000;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-nuestra señora del carmen_blusa_s;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;62000;0;0;62000;62000;0;;;;;PAGADA / CERRADA;62000;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-nuestra señora del carmen_camiseta fisica_s;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;42000;0;0;42000;42000;0;;;;;PAGADA / CERRADA;42000;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-nuestra señora del carmen_bombacho_s;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;43000;0;0;43000;43000;0;;;;;PAGADA / CERRADA;43000;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-nuestra señora del carmen_cordon_6;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;6000;0;0;6000;6000;0;;;;;PAGADA / CERRADA;6000;0;0;0;NO;;J;12/01/2022
NA FACTURA-44573-gimnasio vallegrande_bombacho hombre_L;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;0;42000;0;42000;42000;0;;;;;PAGADA / CERRADA;0;42000;0;0;NO;;J;12/01/2022
NA FACTURA-44573-gimnasio vallegrande_pantaloneta_s;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;0;29000;0;29000;29000;0;;;;;PAGADA / CERRADA;0;29000;0;0;NO;;J;12/01/2022
NA FACTURA-44573-gimnasio vallegrande_camiseta de fisica externa_M;miércoles, 12 de enero de 2022;12;1;2022;NA;NA;;0;37000;0;37000;37000;0;;;;;PAGADA / CERRADA;0;37000;0;0;NO;;J;12/01/2022
