ID unico de factura;fecha de venta;Día;Mes;Año;Nombre cliente;Numero de contacto;ID cliente;pago efectivo;pago tarjeta;pago transferencia;total pagado 1;valor factura;pendiente;fecha de pago 2;pago efectivo 2;pago tarjeta 2;pago transferencia 2;Estado de factura;total efectivo;total tarjeta;total transfencia;total pendiente;Producto pendiente por entregar;calculo valor factura conteo;Lista rapida;Aux busqueda fehca
NA FACTURA-44977,6509722222-conalco_bombacho_14;lunes, 20 de febrero de 2023;20;2;2023;NA;NA;;0;0;0;0;0;0;;;;;PAGADA / CERRADA;0;0;0;0;NO;;J;20/02/2023
NA FACTURA-44977,6509722222-conalco_bombacho_s;lunes, 20 de febrero de 2023;20;2;2023;NA;NA;;0;0;0;0;0;0;;;;;PAGADA / CERRADA;0;0;0;0;NO;;J;20/02/2023
NA FACTURA-44977,6509837963-conalco_bombacho_l;lunes, 20 de febrero de 2023;20;2;2023;NA;NA;;0;0;0;0;0;0;;;;;PAGADA / CERRADA;0;0;0;0;NO;;J;20/02/2023
NA FACTURA-44977,6667476852-conalco_blusa_8;lunes, 20 de febrero de 2023;20;2;2023;NA;NA;;0;0;0;0;0;0;;;;;PAGADA / CERRADA;0;0;0;0;NO;;J;20/02/2023
NA FACTURA-44977,6667476852-conalco_blusa_14;lunes, 20 de febrero de 2023;20;2;2023;NA;NA;;0;0;0;0;0;0;;;;;PAGADA / CERRADA;0;0;0;0;NO;;J;20/02/2023
NA FACTURA-44977,6667476852-conalco_blusa_s;lunes, 20 de febrero de 2023;20;2;2023;NA;NA;;0;0;0;0;0;0;;;;;PAGADA / CERRADA;0;0;0;0;NO;;J;20/02/2023
NA FACTURA-44977,6667592593-conalco_blusa_m;lunes, 20 de febrero de 2023;20;2;2023;NA;NA;;0;0;0;0;0;0;;;;;PAGADA / CERRADA;0;0;0;0;NO;;J;20/02/2023
NA FACTURA-44977,6667592593-conalco_falda_8;lunes, 20 de febrero de 2023;20;2;2023;NA;NA;;65000;0;0;65000;65000;0;;;;;PAGADA / CERRADA;65000;0;0;0;NO;;J;20/02/2023
NA FACTURA-44977,6667592593-conalco_guayabera_l;lunes, 20 de febrero de 2023;20;2;2023;NA;NA;;0;0;0;0;0;0;;;;;PAGADA / CERRADA;0;0;0;0;NO;;J;20/02/2023
NA FACTURA-44977,6667708333-conalco_camiseta fisica_8;lunes, 20 de febrero de 2023;20;2;2023;NA;NA;;0;0;0;0;0;0;;;;;PAGADA / CERRADA;0;0;0;0;NO;;J;20/02/2023
NA FACTURA-44977,6667708333-colsafa_blusa_10;lunes, 20 de febrero de 2023;20;2;2023;NA;NA;;0;0;0;0;0;0;;;;;PAGADA / CERRADA;0;0;0;0;NO;;J;20/02/2023
NA FACTURA-44977,6667824074-la inmaculada_camiseta fisica_12;lunes, 20 de febrero de 2023;20;2;2023;NA;NA;;0;0;0;0;0;0;;;;;PAGADA / CERRADA;0;0;0;0;NO;;J;20/02/2023
NA FACTURA-44977,6667824074-la inmaculada_camiseta fisica_14;lunes, 20 de febrero de 2023;20;2;2023;NA;NA;;0;0;0;0;0;0;;;;;PAGADA / CERRADA;0;0;0;0;NO;;J;20/02/2023
NA FACTURA-44977,6684722222-conalco_blusa_10;lunes, 20 de febrero de 2023;20;2;2023;NA;NA;;0;0;0;0;0;0;;;;;PAGADA / CERRADA;0;0;0;0;NO;;J;20/02/2023
NA FACTURA-44977,6691898148-conalco_blusa_m;lunes, 20 de febrero de 2023;20;2;2023;NA;NA;;42000;0;0;42000;42000;0;;;;;PAGADA / CERRADA;42000;0;0;0;NO;;J;20/02/2023
NA FACTURA-44977,6736226852-nuestra señora del carmen_blusa_10;lunes, 20 de febrero de 2023;20;2;2023;NA;NA;;0;0;0;0;0;0;;;;;PAGADA / CERRADA;0;0;0;0;NO;;J;20/02/2023
NA FACTURA-44977,6736342593-nuestra señora del carmen_blusa_s;lunes, 20 de febrero de 2023;20;2;2023;NA;NA;;0;0;0;0;0;0;;;;;PAGADA / CERRADA;0;0;0;0;NO;;J;20/02/2023
NA FACTURA-44977,6736342593-nuestra señora del carmen_blusa_16;lunes, 20 de febrero de 2023;20;2;2023;NA;NA;;0;0;0;0;0;0;;;;;PAGADA / CERRADA;0;0;0;0;NO;;J;20/02/2023
NA FACTURA-44977,6736342593-nuestra señora del carmen_guayabera_16;lunes, 20 de febrero de 2023;20;2;2023;NA;NA;;0;0;0;0;0;0;;;;;PAGADA / CERRADA;0;0;0;0;NO;;J;20/02/2023
NA FACTURA-44977,6736458333-nuestra señora del carmen_guayabera_m;lunes, 20 de febrero de 2023;20;2;2023;NA;NA;;0;0;0;0;0;0;;;;;PAGADA / CERRADA;0;0;0;0;NO;;J;20/02/2023
NA FACTURA-44977,6736458333-nuestra señora del carmen_guayabera_xl;lunes, 20 de febrero de 2023;20;2;2023;NA;NA;;0;0;0;0;0;0;;;;;PAGADA / CERRADA;0;0;0;0;NO;;J;20/02/2023
NA FACTURA-44977,6736458333-nuestra señora del carmen_guayabera_l;lunes, 20 de febrero de 2023;20;2;2023;NA;NA;;0;0;0;0;0;0;;;;;PAGADA / CERRADA;0;0;0;0;NO;;J;20/02/2023
NA FACTURA-44977,6778819444-liceo universitario_camiseta fisica_14;lunes, 20 de febrero de 2023;20;2;2023;NA;NA;;38000;0;0;38000;38000;0;;;;;PAGADA / CERRADA;38000;0;0;0;NO;;J;20/02/2023
NA FACTURA-44977,6778819444-liceo universitario_bombacho_14;lunes, 20 de febrero de 2023;20;2;2023;NA;NA;;42000;0;0;42000;42000;0;;;;;PAGADA / CERRADA;42000;0;0;0;NO;;J;20/02/2023
NA FACTURA-44977,6840509259-colsafa_guayabera_s;lunes, 20 de febrero de 2023;20;2;2023;NA;NA;;0;0;0;0;0;0;;;;;PAGADA / CERRADA;0;0;0;0;NO;;J;20/02/2023
NA FACTURA-44977,6840509259-colsafa_guayabera_m;lunes, 20 de febrero de 2023;20;2;2023;NA;NA;;0;0;0;0;0;0;;;;;PAGADA / CERRADA;0;0;0;0;NO;;J;20/02/2023
NA FACTURA-44977,6840509259-colsafa_guayabera_xl;lunes, 20 de febrero de 2023;20;2;2023;NA;NA;;0;0;0;0;0;0;;;;;PAGADA / CERRADA;0;0;0;0;NO;;J;20/02/2023
NA FACTURA-44977,6840625-gimnasio plaza feliz_guayabera_16;lunes, 20 de febrero de 2023;20;2;2023;NA;NA;;0;0;0;0;0;0;;;;;PAGADA / CERRADA;0;0;0;0;NO;;J;20/02/2023
NA FACTURA-44977,6840625-gimnasio plaza feliz_guayabera_m;lunes, 20 de febrero de 2023;20;2;2023;NA;NA;;0;0;0;0;0;0;;;;;PAGADA / CERRADA;0;0;0;0;NO;;J;20/02/2023
NA FACTURA-44977,6856712963-nuestra señora del carmen_camiseta fisica_16;lunes, 20 de febrero de 2023;20;2;2023;NA;NA;;40000;0;0;40000;40000;0;;;;;PAGADA / CERRADA;40000;0;0;0;NO;;J;20/02/2023
NA FACTURA-44977,6856712963-nuestra señora del carmen_bombacho_s;lunes, 20 de febrero de 2023;20;2;2023;NA;NA;;43000;0;0;43000;43000;0;;;;;PAGADA / CERRADA;43000;0;0;0;NO;;J;20/02/2023
NA FACTURA-44977,6953356481-colsafa_guayabera_m;lunes, 20 de febrero de 2023;20;2;2023;NA;NA;;0;47000;0;47000;47000;0;;;;;PAGADA / CERRADA;0;47000;0;0;NO;;J;20/02/2023
NA FACTURA-44977,7075-liceo universitario_camiseta fisica_10;lunes, 20 de febrero de 2023;20;2;2023;NA;NA;;36000;0;0;36000;36000;0;;;;;PAGADA / CERRADA;36000;0;0;0;NO;;J;20/02/2023
NA FACTURA-44977,7075-liceo universitario_bombacho_10;lunes, 20 de febrero de 2023;20;2;2023;NA;NA;;39000;0;0;39000;39000;0;;;;;PAGADA / CERRADA;39000;0;0;0;NO;;J;20/02/2023
NA FACTURA-44977,7075115741-liceo universitario_camiseta fisica_12;lunes, 20 de febrero de 2023;20;2;2023;NA;NA;;36000;0;0;36000;36000;0;;;;;PAGADA / CERRADA;36000;0;0;0;NO;;J;20/02/2023
NA FACTURA-44977,7075115741-liceo universitario_bombacho_12;lunes, 20 de febrero de 2023;20;2;2023;NA;NA;;39000;0;0;39000;39000;0;;;;;PAGADA / CERRADA;39000;0;0;0;NO;;J;20/02/2023
NA FACTURA-44977,7075231482-liceo universitario_camiseta fisica_16;lunes, 20 de febrero de 2023;20;2;2023;NA;NA;;38000;0;0;38000;38000;0;;;;;PAGADA / CERRADA;38000;0;0;0;NO;;J;20/02/2023
NA FACTURA-44977,7075231482-liceo universitario_bombacho_s;lunes, 20 de febrero de 2023;20;2;2023;NA;NA;;45000;0;0;45000;45000;0;;;;;PAGADA / CERRADA;45000;0;0;0;NO;;J;20/02/2023
NA FACTURA-44977,7075231482-liceo universitario_guayabera_12;lunes, 20 de febrero de 2023;20;2;2023;NA;NA;;48000;0;0;48000;48000;0;;;;;PAGADA / CERRADA;48000;0;0;0;NO;;J;20/02/2023
NA FACTURA-44977,7075347222-liceo universitario_blusa_12;lunes, 20 de febrero de 2023;20;2;2023;NA;NA;;35000;0;0;35000;35000;0;;;;;PAGADA / CERRADA;35000;0;0;0;NO;;J;20/02/2023
NA FACTURA-44977,7075347222-liceo universitario_blusa_s;lunes, 20 de febrero de 2023;20;2;2023;NA;NA;;39000;0;0;39000;39000;0;;;;;PAGADA / CERRADA;39000;0;0;0;NO;;J;20/02/2023
NA FACTURA-44977,7233333333-liceo pupo jimenez_bombacho_16;lunes, 20 de febrero de 2023;20;2;2023;NA;NA;;43000;0;0;43000;43000;0;;;;;PAGADA / CERRADA;43000;0;0;0;NO;;J;20/02/2023
NA FACTURA-44977,7233333333-liceo pupo jimenez_camiseta fisica_16;lunes, 20 de febrero de 2023;20;2;2023;NA;NA;;39000;0;0;39000;39000;0;;;;;PAGADA / CERRADA;39000;0;0;0;NO;;J;20/02/2023
NA FACTURA-44977,7245833333-conalco_blusa_6;lunes, 20 de febrero de 2023;20;2;2023;NA;NA;;33000;0;0;33000;33000;0;;;;;PAGADA / CERRADA;33000;0;0;0;NO;;J;20/02/2023
NA FACTURA-44977,7245833333-conalco_falda_10;lunes, 20 de febrero de 2023;20;2;2023;NA;NA;;37000;0;0;37000;37000;0;;;;;PAGADA / CERRADA;37000;0;0;0;NO;;J;20/02/2023
NA FACTURA-44977,7296527778-conalco_pantalon_12;lunes, 20 de febrero de 2023;20;2;2023;NA;NA;;60000;0;0;60000;60000;0;;;;;PAGADA / CERRADA;60000;0;0;0;NO;;J;20/02/2023
NA FACTURA-44977,7296527778-conalco_guayabera_12;lunes, 20 de febrero de 2023;20;2;2023;NA;NA;;45000;0;0;45000;45000;0;;;;;PAGADA / CERRADA;45000;0;0;0;NO;;J;20/02/2023
NA FACTURA-44977,7430324074-conalco_camiseta fisica_l;lunes, 20 de febrero de 2023;20;2;2023;NA;NA;;49000;0;0;49000;49000;0;;;;;PAGADA / CERRADA;49000;0;0;0;NO;;J;20/02/2023
NA FACTURA-44977,7430324074-conalco_bombacho_l;lunes, 20 de febrero de 2023;20;2;2023;NA;NA;;55000;0;0;55000;55000;0;;;;;PAGADA / CERRADA;55000;0;0;0;NO;;J;20/02/2023
NA FACTURA-44977,7607060185-la inmaculada_blusa_16;lunes, 20 de febrero de 2023;20;2;2023;NA;NA;;33000;0;0;33000;33000;0;;;;;PAGADA / CERRADA;33000;0;0;0;NO;;J;20/02/2023
NA FACTURA-44977,7607060185-la inmaculada_jumper_16;lunes, 20 de febrero de 2023;20;2;2023;NA;NA;;74000;0;0;74000;74000;0;;;;;PAGADA / CERRADA;74000;0;0;0;NO;;J;20/02/2023
NA FACTURA-44977,7662152778-liceo universitario_camiseta fisica_s;lunes, 20 de febrero de 2023;20;2;2023;NA;NA;;0;41000;0;41000;41000;0;;;;;PAGADA / CERRADA;0;41000;0;0;NO;;J;20/02/2023
NA FACTURA-44978,3516087963-la inmaculada_bombacho_8;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;35000;0;0;35000;35000;0;;;;;PAGADA / CERRADA;35000;0;0;0;NO;;J;21/02/2023
NA FACTURA-44978,3516087963-la inmaculada_camiseta fisica_10;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;32000;0;0;32000;32000;0;;;;;PAGADA / CERRADA;32000;0;0;0;NO;;J;21/02/2023
NA FACTURA-44978,3548726852-conalco_bombacho_s;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;54000;0;0;54000;54000;0;;;;;PAGADA / CERRADA;54000;0;0;0;NO;;J;21/02/2023
NA FACTURA-44978,4315856481-conalco_camiseta fisica_14;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;0;0;43000;43000;43000;0;;;;;PAGADA / CERRADA;0;0;43000;0;NO;;J;21/02/2023
NA FACTURA-44978,4315972222-conalco_bombacho_14;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;0;0;51000;51000;51000;0;;;;;PAGADA / CERRADA;0;0;51000;0;NO;;J;21/02/2023
NA FACTURA-44978,4371064815-la inmaculada_blusa_14;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;33000;0;0;33000;33000;0;;;;;PAGADA / CERRADA;33000;0;0;0;NO;;J;21/02/2023
NA FACTURA-44978,4945138889-conalco_camiseta fisica_8;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;41000;0;0;41000;41000;0;;;;;PAGADA / CERRADA;41000;0;0;0;NO;;J;21/02/2023
NA FACTURA-44978,494525463-conalco_bombacho_10;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;49000;0;0;49000;49000;0;;;;;PAGADA / CERRADA;49000;0;0;0;NO;;J;21/02/2023
NA FACTURA-44978,4947453704-conalco_blusa_8;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;33000;0;0;33000;33000;0;;;;;PAGADA / CERRADA;33000;0;0;0;NO;;J;21/02/2023
NA FACTURA-44978,4947569444-conalco_falda_12;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;68000;0;0;68000;68000;0;;;;;PAGADA / CERRADA;68000;0;0;0;NO;;J;21/02/2023
NA FACTURA-44978,5249421296-la inmaculada_bombacho_m;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;40000;0;0;40000;40000;0;;;;;PAGADA / CERRADA;40000;0;0;0;NO;;J;21/02/2023
NA FACTURA-44978,5249537037-la inmaculada_camiseta fisica_m;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;34000;0;0;34000;34000;0;;;;;PAGADA / CERRADA;34000;0;0;0;NO;;J;21/02/2023
NA FACTURA-44978,5344328704-nuestra señora del carmen_bombacho_4;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;39000;0;0;39000;39000;0;;;;;PAGADA / CERRADA;39000;0;0;0;NO;;J;21/02/2023
NA FACTURA-44978,535162037-la inmaculada_bombacho_14;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;38000;0;0;38000;38000;0;;;;;PAGADA / CERRADA;38000;0;0;0;NO;;J;21/02/2023
NA FACTURA-44978,535162037-la inmaculada_camiseta fisica_14;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;36000;0;0;36000;36000;0;;;;;PAGADA / CERRADA;36000;0;0;0;NO;;J;21/02/2023
NA FACTURA-44978,5690162037-colsafa_falda_2;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;390000;0;0;390000;390000;0;;;;;PAGADA / CERRADA;390000;0;0;0;NO;;J;21/02/2023
NA FACTURA-44978,5690162037-colsafa_falda_s;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;0;0;0;0;0;0;;;;;PAGADA / CERRADA;0;0;0;0;NO;;J;21/02/2023
NA FACTURA-44978,6134259259-colsafa_guayabera_10;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;42000;0;0;42000;42000;0;;;;;PAGADA / CERRADA;42000;0;0;0;NO;;J;21/02/2023
NA FACTURA-44978,6136342593-conalco_bombacho_14;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;50000;0;0;50000;50000;0;;;;;PAGADA / CERRADA;50000;0;0;0;NO;;J;21/02/2023
NA FACTURA-44978,6141550926-conalco_blusa_16;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;38000;0;0;38000;38000;0;;;;;PAGADA / CERRADA;38000;0;0;0;NO;;J;21/02/2023
NA FACTURA-44978,6472569444-gimnasio vallegrande_camiseta de diario_s;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;47000;0;0;47000;47000;0;;;;;PAGADA / CERRADA;47000;0;0;0;NO;;J;21/02/2023
NA FACTURA-44978,6603240741-gimnasio plaza feliz_blusa_12;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;29000;0;0;29000;29000;0;;;;;PAGADA / CERRADA;29000;0;0;0;NO;;J;21/02/2023
NA FACTURA-44978,6765509259-conalco_guayabera_6;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;42000;0;0;42000;42000;0;;;;;PAGADA / CERRADA;42000;0;0;0;NO;;J;21/02/2023
NA FACTURA-44978,6765509259-conalco_guayabera_8;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;42000;0;0;42000;42000;0;;;;;PAGADA / CERRADA;42000;0;0;0;NO;;J;21/02/2023
NA FACTURA-44978,6765625-conalco_bombacho_6;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;46000;0;0;46000;46000;0;;;;;PAGADA / CERRADA;46000;0;0;0;NO;;J;21/02/2023
NA FACTURA-44978,6765625-conalco_camiseta fisica_6;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;41000;0;0;41000;41000;0;;;;;PAGADA / CERRADA;41000;0;0;0;NO;;J;21/02/2023
NA FACTURA-44978,6765625-conalco_camiseta fisica_10;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;42000;0;0;42000;42000;0;;;;;PAGADA / CERRADA;42000;0;0;0;NO;;J;21/02/2023
NA FACTURA-44978,6765740741-conalco_bombacho_10;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;49000;0;0;49000;49000;0;;;;;PAGADA / CERRADA;49000;0;0;0;NO;;J;21/02/2023
NA FACTURA-44978,688587963-conalco_bombacho_12;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;0;0;0;0;0;0;;;;;PAGADA / CERRADA;0;0;0;0;NO;;J;21/02/2023
NA FACTURA-44978,688587963-conalco_bombacho_xl;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;0;0;0;0;0;0;;;;;PAGADA / CERRADA;0;0;0;0;NO;;J;21/02/2023
NA FACTURA-44978,688599537-conalco_bombacho_s;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;0;0;0;0;0;0;;;;;PAGADA / CERRADA;0;0;0;0;NO;;J;21/02/2023
NA FACTURA-44978,688599537-conalco_bombacho_m;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;0;0;0;0;0;0;;;;;PAGADA / CERRADA;0;0;0;0;NO;;J;21/02/2023
NA FACTURA-44978,6886111111-gimnasio plaza feliz_camiseta fisica_16;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;0;0;0;0;0;0;;;;;PAGADA / CERRADA;0;0;0;0;NO;;J;21/02/2023
NA FACTURA-44978,6886111111-gimnasio plaza feliz_camiseta fisica_l;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;0;0;0;0;0;0;;;;;PAGADA / CERRADA;0;0;0;0;NO;;J;21/02/2023
NA FACTURA-44978,6886111111-la inmaculada_blusa_8;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;0;0;0;0;0;0;;;;;PAGADA / CERRADA;0;0;0;0;NO;;J;21/02/2023
NA FACTURA-44978,6886226852-liceo universitario_camiseta fisica_l;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;0;0;0;0;0;0;;;;;PAGADA / CERRADA;0;0;0;0;NO;;J;21/02/2023
NA FACTURA-44978,6886226852-liceo universitario_camiseta fisica_xl;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;0;0;0;0;0;0;;;;;PAGADA / CERRADA;0;0;0;0;NO;;J;21/02/2023
NA FACTURA-44978,6886226852-conalco_blusa_8;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;0;0;0;0;0;0;;;;;PAGADA / CERRADA;0;0;0;0;NO;;J;21/02/2023
NA FACTURA-44978,6886342593-conalco_blusa_14;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;0;0;0;0;0;0;;;;;PAGADA / CERRADA;0;0;0;0;NO;;J;21/02/2023
NA FACTURA-44978,6886342593-conalco_blusa_s;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;0;0;0;0;0;0;;;;;PAGADA / CERRADA;0;0;0;0;NO;;J;21/02/2023
NA FACTURA-44978,6886342593-conalco_blusa_10;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;0;0;0;0;0;0;;;;;PAGADA / CERRADA;0;0;0;0;NO;;J;21/02/2023
NA FACTURA-44978,6927430556-conalco_camiseta fisica_8;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;0;0;0;0;0;0;;;;;PAGADA / CERRADA;0;0;0;0;NO;;J;21/02/2023
NA FACTURA-44978,6927430556-conalco_camiseta fisica_l;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;0;0;0;0;0;0;;;;;PAGADA / CERRADA;0;0;0;0;NO;;J;21/02/2023
NA FACTURA-44978,6927546296-liceo universitario_guayabera_16;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;0;0;0;0;0;0;;;;;PAGADA / CERRADA;0;0;0;0;NO;;J;21/02/2023
NA FACTURA-44978,6927546296-liceo universitario_pantalon_6;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;0;0;0;0;0;0;;;;;PAGADA / CERRADA;0;0;0;0;NO;;J;21/02/2023
NA FACTURA-44978,6927546296-liceo universitario_pantalon_8;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;0;0;0;0;0;0;;;;;PAGADA / CERRADA;0;0;0;0;NO;;J;21/02/2023
NA FACTURA-44978,6927662037-liceo universitario_pantalon_16;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;0;0;0;0;0;0;;;;;PAGADA / CERRADA;0;0;0;0;NO;;J;21/02/2023
NA FACTURA-44978,6927662037-liceo universitario_pantalon_28;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;0;0;0;0;0;0;;;;;PAGADA / CERRADA;0;0;0;0;NO;;J;21/02/2023
NA FACTURA-44978,6927662037-nuestra señora del carmen_bermuda_6;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;0;0;0;0;0;0;;;;;PAGADA / CERRADA;0;0;0;0;NO;;J;21/02/2023
NA FACTURA-44978,6927777778-nuestra señora del carmen_bermuda_8;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;0;0;0;0;0;0;;;;;PAGADA / CERRADA;0;0;0;0;NO;;J;21/02/2023
NA FACTURA-44978,7016898148-liceo universitario_blusa_m;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;39000;0;0;39000;39000;0;;;;;PAGADA / CERRADA;39000;0;0;0;NO;;J;21/02/2023
NA FACTURA-44978,7119907407-liceo universitario_blusa_m;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;0;0;39000;39000;39000;0;;;;;PAGADA / CERRADA;0;0;39000;0;NO;;J;21/02/2023
NA FACTURA-44978,7236689815-conalco_bombacho_m;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;54000;0;0;54000;54000;0;;;;;PAGADA / CERRADA;54000;0;0;0;NO;;J;21/02/2023
NA FACTURA-44978,7248842593-conalco_camiseta fisica_6;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;41000;0;0;41000;41000;0;;;;;PAGADA / CERRADA;41000;0;0;0;NO;;J;21/02/2023
NA FACTURA-44978,7248958333-conalco_bombacho_6;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;44000;0;0;44000;44000;0;;;;;PAGADA / CERRADA;44000;0;0;0;NO;;J;21/02/2023
NA FACTURA-44978,7248958333-conalco_camiseta fisica_12;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;42000;0;0;42000;42000;0;;;;;PAGADA / CERRADA;42000;0;0;0;NO;;J;21/02/2023
NA FACTURA-44978,7248958333-conalco_bombacho_12;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;45000;0;0;45000;45000;0;;;;;PAGADA / CERRADA;45000;0;0;0;NO;;J;21/02/2023
NA FACTURA-44978,7385069444-conalco_pantalon_10;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;60000;0;0;60000;60000;0;;;;;PAGADA / CERRADA;60000;0;0;0;NO;;J;21/02/2023
NA FACTURA-44978,7385069444-conalco_camiseta fisica_10;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;42000;0;0;42000;42000;0;;;;;PAGADA / CERRADA;42000;0;0;0;NO;;J;21/02/2023
NA FACTURA-44978,745162037-conalco_pantalon_12;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;55000;0;0;55000;55000;0;;;;;PAGADA / CERRADA;55000;0;0;0;NO;;J;21/02/2023
NA FACTURA-44978,7451736111-conalco_guayabera_14;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;47000;0;0;47000;47000;0;;;;;PAGADA / CERRADA;47000;0;0;0;NO;;J;21/02/2023
NA FACTURA-44978,7509375-liceo universitario_guayabera_16;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;0;50000;0;50000;50000;0;;;;;PAGADA / CERRADA;0;50000;0;0;NO;;J;21/02/2023
NA FACTURA-44978,7509490741-liceo universitario_pantalon_16;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;0;41000;0;41000;41000;0;;;;;PAGADA / CERRADA;0;41000;0;0;NO;;J;21/02/2023
NA FACTURA-44978,7513194444-la inmaculada_bombacho_s;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;40000;0;0;40000;40000;0;;;;;PAGADA / CERRADA;40000;0;0;0;NO;;J;21/02/2023
NA FACTURA-44978,7513310185-la inmaculada_camiseta fisica_s;martes, 21 de febrero de 2023;21;2;2023;NA;NA;;34000;0;0;34000;34000;0;;;;;PAGADA / CERRADA;34000;0;0;0;NO;;J;21/02/2023
NA FACTURA-44979,3469907407-conalco_blusa_14;miércoles, 22 de febrero de 2023;22;2;2023;NA;NA;;39000;0;0;39000;39000;0;;;;;PAGADA / CERRADA;39000;0;0;0;NO;;J;22/02/2023
NA FACTURA-44979,3470023148-conalco_falda_m;miércoles, 22 de febrero de 2023;22;2;2023;NA;NA;;71000;0;0;71000;71000;0;;;;;PAGADA / CERRADA;71000;0;0;0;NO;;J;22/02/2023
NA FACTURA-44979,3508449074-conalco_pantalon_8;miércoles, 22 de febrero de 2023;22;2;2023;NA;NA;;56000;0;0;56000;56000;0;;;;;PAGADA / CERRADA;56000;0;0;0;NO;;J;22/02/2023
NA FACTURA-44979,3508564815-conalco_guayabera_8;miércoles, 22 de febrero de 2023;22;2;2023;NA;NA;;42000;0;0;42000;42000;0;;;;;PAGADA / CERRADA;42000;0;0;0;NO;;J;22/02/2023
NA FACTURA-44979,3518865741-conalco_pantalon_28;miércoles, 22 de febrero de 2023;22;2;2023;NA;NA;;65000;0;0;65000;65000;0;;;;;PAGADA / CERRADA;65000;0;0;0;NO;;J;22/02/2023
NA FACTURA-44979,3656018519-nuestra señora del carmen_guayabera_8;miércoles, 22 de febrero de 2023;22;2;2023;NA;NA;;0;48000;0;48000;48000;0;;;;;PAGADA / CERRADA;0;48000;0;0;NO;;J;22/02/2023
NA FACTURA-44979,3656018519-nuestra señora del carmen_guayabera_16;miércoles, 22 de febrero de 2023;22;2;2023;NA;NA;;0;50000;0;50000;50000;0;;;;;PAGADA / CERRADA;0;50000;0;0;NO;;J;22/02/2023
